,Date,State,Administered,Series_Complete_Yes
9761,2021-06-21,Connecticut,4320717,2104399
9762,2021-06-21,Missouri,5009706,2335942
9763,2021-06-21,Kansas,2442071,1194155
9764,2021-06-21,New Jersey,9893949,4849487
9765,2021-06-21,Virginia,9040430,4296689
9766,2021-06-21,Colorado,6046139,2891061
9769,2021-06-21,New Mexico,2296027,1100060
9770,2021-06-21,North Carolina,8529142,4053490
9771,2021-06-21,Louisiana,3278754,1571377
9772,2021-06-21,Mississippi,1861535,859124
9773,2021-06-21,Rhode Island,1251082,607185
9774,2021-06-21,Maryland,6659768,3250772
9775,2021-06-21,Florida,20477457,9470079
9776,2021-06-21,Arkansas,2190235,1007385
9777,2021-06-21,South Dakota,805837,393528
9778,2021-06-21,Arizona,6347847,2839623
9779,2021-06-21,Kentucky,3910764,1885399
9780,2021-06-21,Vermont,839933,401475
9781,2021-06-21,Maine,1583075,804785
9782,2021-06-21,Alabama,3285448,1563573
9783,2021-06-21,South Carolina,4039136,1904884
9784,2021-06-21,Nevada,2692825,1249921
9785,2021-06-21,Utah,2759165,1150611
9786,2021-06-21,Idaho,1302916,630500
9790,2021-06-20,Indiana,5473543,2622402
9791,2021-06-20,Rhode Island,1244118,602530
9792,2021-06-20,Utah,2759064,1150515
9793,2021-06-20,Wisconsin,5774587,2784679
9794,2021-06-20,Delaware,1005846,464151
9795,2021-06-20,Georgia,8100191,3696165
9796,2021-06-20,North Carolina,8524586,4050561
9797,2021-06-20,Wyoming,413112,194293
9798,2021-06-20,South Carolina,4027578,1898364
9799,2021-06-20,Mississippi,1861491,859040
9800,2021-06-20,Missouri,5009230,2335502
9801,2021-06-20,Maryland,6659746,3250388
9804,2021-06-20,California,41478634,19010750
9806,2021-06-20,Virginia,9025335,4286578
9807,2021-06-20,Minnesota,5745097,2830678
9808,2021-06-20,Iowa,2988914,1481879
9809,2021-06-20,Colorado,6037353,2885479
9810,2021-06-20,Florida,20477347,9469609
9811,2021-06-20,Montana,920638,444216
9812,2021-06-20,Pennsylvania,13609746,6195723
9813,2021-06-20,New York,21211927,10122006
9814,2021-06-20,Oregon,4432588,2169285
9815,2021-06-20,West Virginia,1379809,648731
9817,2021-06-20,Louisiana,3272827,1567966
9818,2021-06-20,Alabama,3282193,1562192
9819,2021-06-20,Connecticut,4310078,2097513
9821,2021-06-20,North Dakota,634945,291387
9822,2021-06-20,Illinois,12573511,5605042
9823,2021-06-20,Kentucky,3902495,1880256
9824,2021-06-20,New Jersey,9875233,4837405
9825,2021-06-20,Washington,8334774,4013928
9826,2021-06-20,Nebraska,1785263,873445
9827,2021-06-20,South Dakota,805667,393403
9828,2021-06-20,Nevada,2682974,1243592
9829,2021-06-20,Texas,25000644,11499285
9830,2021-06-20,Idaho,1300774,629311
9832,2021-06-20,Kansas,2438328,1192002
9833,2021-06-20,Maine,1582708,804482
9834,2021-06-20,Tennessee,5152810,2352361
9836,2021-06-20,Arkansas,2185888,1004791
9837,2021-06-20,Arizona,6347146,2839049
9838,2021-06-20,New Hampshire,1497597,743737
9840,2021-06-20,Massachusetts,8656159,4118721
9842,2021-06-20,District of Columbia,843066,357234
9845,2021-06-20,Oklahoma,3192902,1474213
9847,2021-06-20,New Mexico,2292176,1097878
9848,2021-06-20,Vermont,838245,400190
9849,2021-06-20,Michigan,9239419,4577805
9851,2021-06-20,Ohio,10489819,5090676
9852,2021-06-19,Oklahoma,3186370,1470017
9853,2021-06-19,New Hampshire,1497072,743412
9854,2021-06-19,New York,21151658,10081134
9855,2021-06-19,South Dakota,805461,393247
9857,2021-06-19,Mississippi,1861457,858919
9858,2021-06-19,Georgia,8099160,3694880
9859,2021-06-19,Massachusetts,8638077,4105866
9860,2021-06-19,North Carolina,8501475,4036081
9862,2021-06-19,Virginia,9001714,4271383
9863,2021-06-19,Wyoming,413046,194232
9864,2021-06-19,Missouri,4998531,2329297
9866,2021-06-19,Florida,20359238,9398112
9867,2021-06-19,Connecticut,4301684,2092108
9868,2021-06-19,Louisiana,3265742,1563653
9869,2021-06-19,Oregon,4418885,2159948
9872,2021-06-19,Montana,919169,443323
9873,2021-06-19,Michigan,9239321,4577451
9874,2021-06-19,Arizona,6331444,2830089
9876,2021-06-19,Colorado,6019979,2873834
9877,2021-06-19,North Dakota,633888,290709
9878,2021-06-19,Vermont,835927,398535
9879,2021-06-19,Wisconsin,5763920,2777143
9881,2021-06-19,Kentucky,3894258,1874906
9882,2021-06-19,Kansas,2433540,1188800
9884,2021-06-19,Illinois,12548114,5589874
9885,2021-06-19,Ohio,10466803,5074777
9886,2021-06-19,Alabama,3275273,1558881
9887,2021-06-19,Minnesota,5732364,2821578
9888,2021-06-19,Nebraska,1785205,873346
9890,2021-06-19,California,41346145,18930342
9892,2021-06-19,Nevada,2676774,1239448
9893,2021-06-19,District of Columbia,841249,356422
9894,2021-06-19,Arkansas,2180298,1001273
9895,2021-06-19,Pennsylvania,13571908,6173241
9898,2021-06-19,Maryland,6659569,3249846
9899,2021-06-19,Tennessee,5140035,2345119
9900,2021-06-19,Washington,8307334,3995698
9901,2021-06-19,Indiana,5460841,2614390
9903,2021-06-19,West Virginia,1376376,646742
9904,2021-06-19,Delaware,1005805,464073
9905,2021-06-19,Utah,2759029,1150451
9907,2021-06-19,Maine,1582343,804206
9908,2021-06-19,New Mexico,2278047,1087843
9909,2021-06-19,South Carolina,4017725,1892177
9910,2021-06-19,Texas,24909954,11438446
9911,2021-06-19,Rhode Island,1244088,602427
9914,2021-06-19,Iowa,2982657,1477447
9915,2021-06-19,Idaho,1298562,627788
9916,2021-06-19,New Jersey,9837200,4813294
9918,2021-06-18,Maryland,6640011,3236719
9919,2021-06-18,Nebraska,1785078,873204
9922,2021-06-18,New Mexico,2272676,1084351
9923,2021-06-18,Colorado,5992415,2855798
9925,2021-06-18,California,41189877,18840554
9926,2021-06-18,Kansas,2427645,1185143
9927,2021-06-18,Indiana,5444218,2604370
9928,2021-06-18,Florida,20276370,9348774
9929,2021-06-18,New Jersey,9799660,4788682
9930,2021-06-18,Texas,24837998,11394211
9932,2021-06-18,Louisiana,3255498,1557517
9934,2021-06-18,South Carolina,4005344,1884580
9935,2021-06-18,Utah,2758941,1150303
9936,2021-06-18,Arizona,6311129,2819329
9938,2021-06-18,Washington,8273921,3973659
9939,2021-06-18,Iowa,2972204,1470395
9940,2021-06-18,North Dakota,632342,289693
9941,2021-06-18,Delaware,1001204,460947
9942,2021-06-18,Pennsylvania,13535439,6149476
9943,2021-06-18,Michigan,9185778,4540979
9945,2021-06-18,Massachusetts,8612018,4088768
9946,2021-06-18,Ohio,10438706,5056391
9948,2021-06-18,Maine,1577123,800614
9949,2021-06-18,Idaho,1295187,625534
9951,2021-06-18,South Dakota,805099,392995
9954,2021-06-18,Oregon,4405722,2150380
9955,2021-06-18,Vermont,832904,396281
9957,2021-06-18,Wisconsin,5743485,2763945
9958,2021-06-18,Tennessee,5123965,2336454
9959,2021-06-18,Connecticut,4288566,2083664
9960,2021-06-18,Rhode Island,1241067,600542
9961,2021-06-18,District of Columbia,834262,353664
9963,2021-06-18,Mississippi,1861193,858625
9964,2021-06-18,Alabama,3254330,1546983
9965,2021-06-18,Kentucky,3880738,1866176
9966,2021-06-18,Illinois,12496568,5560938
9967,2021-06-18,Montana,917101,442031
9969,2021-06-18,New Hampshire,1491368,739161
9970,2021-06-18,Georgia,8098203,3693780
9971,2021-06-18,Missouri,4990217,2324188
9972,2021-06-18,Minnesota,5712582,2807936
9973,2021-06-18,Virginia,8972583,4252041
9974,2021-06-18,West Virginia,1375056,645678
9975,2021-06-18,Wyoming,412024,193632
9976,2021-06-18,Arkansas,2173705,997306
9978,2021-06-18,Nevada,2667757,1233520
9979,2021-06-18,Oklahoma,3177292,1464988
9980,2021-06-18,North Carolina,8480489,4022454
9981,2021-06-18,New York,21067193,10028384
9983,2021-06-17,South Carolina,3994316,1877766
9985,2021-06-17,Rhode Island,1236452,597441
9987,2021-06-17,Wyoming,410284,192582
9988,2021-06-17,North Dakota,631234,289031
9989,2021-06-17,Arizona,6292764,2808680
9990,2021-06-17,Kansas,2422300,1181375
9991,2021-06-17,Nebraska,1780069,869763
9992,2021-06-17,Virginia,8907825,4208431
9993,2021-06-17,Idaho,1292554,623791
9994,2021-06-17,Georgia,8097319,3692677
9995,2021-06-17,Montana,915033,440697
9996,2021-06-17,Texas,24735511,11331694
9998,2021-06-17,Massachusetts,8588503,4072441
9999,2021-06-17,District of Columbia,832077,352381
10000,2021-06-17,Mississippi,1856117,855639
10002,2021-06-17,Michigan,9185561,4540507
10004,2021-06-17,Utah,2758879,1150170
10006,2021-06-17,Arkansas,2168127,993850
10007,2021-06-17,Minnesota,5695478,2795379
10008,2021-06-17,Pennsylvania,13479483,6117497
10010,2021-06-17,Indiana,5427988,2594530
10011,2021-06-17,Maine,1572628,797386
10012,2021-06-17,Nevada,2657281,1226328
10013,2021-06-17,Delaware,997058,458078
10014,2021-06-17,Kentucky,3866548,1857257
10015,2021-06-17,Missouri,4920661,2272493
10017,2021-06-17,New Hampshire,1490887,738841
10018,2021-06-17,South Dakota,803090,391806
10019,2021-06-17,Tennessee,5110100,2328568
10020,2021-06-17,Louisiana,3247015,1552326
10021,2021-06-17,New York,21009772,9990196
10022,2021-06-17,Illinois,12457407,5538524
10023,2021-06-17,New Mexico,2262337,1076745
10024,2021-06-17,Washington,8241593,3951039
10025,2021-06-17,Ohio,10404025,5032428
10027,2021-06-17,Wisconsin,5728823,2753636
10028,2021-06-17,Connecticut,4276700,2075632
10029,2021-06-17,Iowa,2963998,1464586
10030,2021-06-17,North Carolina,8461283,4009503
10031,2021-06-17,Vermont,830662,394874
10032,2021-06-17,West Virginia,1373115,644041
10034,2021-06-17,Florida,20202600,9302225
10035,2021-06-17,Oregon,4389478,2138497
10036,2021-06-17,Maryland,6612831,3219251
10038,2021-06-17,Colorado,5978822,2847420
10039,2021-06-17,New Jersey,9769651,4768442
10041,2021-06-17,California,41042422,18751239
10042,2021-06-17,Alabama,3253283,1546119
10046,2021-06-17,Oklahoma,3152269,1447908
10047,2021-06-16,Wisconsin,5694640,2732284
10049,2021-06-16,Pennsylvania,13366581,6045055
10050,2021-06-16,Iowa,2952798,1456627
10051,2021-06-16,Idaho,1284938,618564
10052,2021-06-16,Arizona,6237009,2775927
10053,2021-06-16,Wyoming,410138,192396
10056,2021-06-16,Vermont,827969,392724
10058,2021-06-16,Maryland,6587564,3201469
10059,2021-06-16,Kansas,2413573,1175638
10060,2021-06-16,Missouri,4886829,2250890
10061,2021-06-16,West Virginia,1371253,642457
10062,2021-06-16,North Dakota,629653,288032
10063,2021-06-16,Maine,1562730,789822
10064,2021-06-16,Nebraska,1770036,862668
10066,2021-06-16,Louisiana,3237207,1546253
10067,2021-06-16,California,40901003,18660531
10068,2021-06-16,Indiana,5383210,2566967
10070,2021-06-16,Massachusetts,8509530,4018459
10072,2021-06-16,Kentucky,3830698,1831498
10074,2021-06-16,Delaware,990487,453639
10075,2021-06-16,Tennessee,5088740,2316420
10076,2021-06-16,North Carolina,8440240,3995039
10078,2021-06-16,New York,20912179,9928815
10079,2021-06-16,Alabama,3141802,1508504
10080,2021-06-16,Arkansas,2161876,990045
10081,2021-06-16,Oregon,4371768,2125535
10082,2021-06-16,Texas,24558568,11228415
10083,2021-06-16,Florida,19995214,9170862
10084,2021-06-16,Connecticut,4261077,2064217
10085,2021-06-16,Nevada,2649807,1221242
10086,2021-06-16,Utah,2736346,1134662
10087,2021-06-16,Oklahoma,3126963,1430408
10088,2021-06-16,Mississippi,1844191,848221
10089,2021-06-16,Georgia,7939269,3596897
10090,2021-06-16,Colorado,5957784,2833756
10092,2021-06-16,Washington,8156166,3889658
10093,2021-06-16,New Jersey,9728973,4737908
10094,2021-06-16,New Hampshire,1486923,735827
10095,2021-06-16,District of Columbia,826448,349725
10098,2021-06-16,South Dakota,799876,390006
10100,2021-06-16,Minnesota,5674739,2780354
10101,2021-06-16,Michigan,9109576,4485517
10103,2021-06-16,Virginia,8905182,4205777
10105,2021-06-16,Rhode Island,1226183,590578
10106,2021-06-16,New Mexico,2252892,1070030
10108,2021-06-16,Illinois,12332481,5463230
10109,2021-06-16,Montana,907825,436046
10110,2021-06-16,Ohio,10357195,4996740
10111,2021-06-16,South Carolina,3979592,1867916
10112,2021-06-15,New Jersey,9678432,4704352
10113,2021-06-15,District of Columbia,824047,347921
10115,2021-06-15,Maryland,6522297,3158721
10116,2021-06-15,New Mexico,2237744,1060930
10117,2021-06-15,Nevada,2631465,1208807
10119,2021-06-15,South Dakota,799720,389891
10121,2021-06-15,Delaware,990471,453498
10122,2021-06-15,Massachusetts,8509338,4017847
10123,2021-06-15,Kentucky,3830662,1831332
10125,2021-06-15,Iowa,2952639,1456445
10126,2021-06-15,Mississippi,1844136,848045
10129,2021-06-15,Alabama,3129657,1501171
10130,2021-06-15,Oregon,4349829,2109652
10131,2021-06-15,Illinois,12332391,5462886
10133,2021-06-15,West Virginia,1369587,640909
10134,2021-06-15,Rhode Island,1226167,590495
10135,2021-06-15,Nebraska,1770014,862608
10136,2021-06-15,Wyoming,410113,192334
10138,2021-06-15,Connecticut,4243320,2052314
10139,2021-06-15,North Carolina,8423511,3983775
10140,2021-06-15,Georgia,7939097,3596274
10141,2021-06-15,Michigan,9109439,4485169
10142,2021-06-15,Arkansas,2155399,985595
10143,2021-06-15,Idaho,1284844,618488
10145,2021-06-15,Kansas,2408262,1171599
10147,2021-06-15,Missouri,4886745,2250526
10148,2021-06-15,Vermont,825996,390970
10151,2021-06-15,Oklahoma,3126894,1430287
10152,2021-06-15,Texas,24367591,11111358
10153,2021-06-15,Virginia,8849286,4166713
10155,2021-06-15,Montana,907825,436028
10156,2021-06-15,Ohio,10324984,4974856
10157,2021-06-15,California,40669793,18507541
10159,2021-06-15,North Dakota,629001,287627
10160,2021-06-15,Louisiana,3225937,1539268
10161,2021-06-15,Maine,1562459,789570
10162,2021-06-15,Pennsylvania,13365625,6043649
10163,2021-06-15,Tennessee,5071553,2305384
10164,2021-06-15,Arizona,6236785,2775508
10165,2021-06-15,Utah,2736339,1134602
10166,2021-06-15,Minnesota,5655689,2766393
10168,2021-06-15,New York,20784559,9842185
10169,2021-06-15,Washington,8155835,3889031
10170,2021-06-15,Colorado,5903574,2794824
10172,2021-06-15,Florida,19994471,9169529
10173,2021-06-15,New Hampshire,1479763,730076
10174,2021-06-15,Wisconsin,5694573,2732030
10175,2021-06-15,Indiana,5383148,2566765
10176,2021-06-15,South Carolina,3965343,1859472
10177,2021-06-14,Iowa,2943754,1449481
10178,2021-06-14,Nebraska,1759916,855584
10179,2021-06-14,Louisiana,3220731,1535782
10180,2021-06-14,Mississippi,1823710,836056
10182,2021-06-14,New Hampshire,1470698,723087
10183,2021-06-14,Texas,24252789,11040641
10184,2021-06-14,Illinois,12286836,5435511
10187,2021-06-14,Maryland,6499157,3140826
10188,2021-06-14,Kansas,2398046,1164788
10189,2021-06-14,Utah,2702611,1113192
10190,2021-06-14,Arkansas,2151600,983079
10191,2021-06-14,South Carolina,3954350,1852295
10192,2021-06-14,South Dakota,797351,388687
10193,2021-06-14,District of Columbia,821887,346486
10194,2021-06-14,New Mexico,2227784,1053538
10197,2021-06-14,Colorado,5881663,2778686
10199,2021-06-14,Pennsylvania,13318101,6011723
10200,2021-06-14,Michigan,9078611,4462925
10201,2021-06-14,Wisconsin,5680659,2722024
10202,2021-06-14,Missouri,4874609,2241581
10204,2021-06-14,Kentucky,3820474,1823894
10206,2021-06-14,North Carolina,8403790,3969248
10207,2021-06-14,Tennessee,5053407,2293236
10208,2021-06-14,Rhode Island,1222346,587390
10210,2021-06-14,Connecticut,4225094,2037700
10212,2021-06-14,Arizona,6221202,2765408
10213,2021-06-14,Oklahoma,3052042,1394012
10214,2021-06-14,Georgia,7938727,3595582
10215,2021-06-14,New York,20713525,9790176
10216,2021-06-14,Virginia,8791541,4127680
10217,2021-06-14,Minnesota,5642194,2755620
10219,2021-06-14,Wyoming,408189,191169
10220,2021-06-14,Nevada,2625235,1204430
10221,2021-06-14,Oregon,4322927,2089259
10224,2021-06-14,Indiana,5369896,2558412
10225,2021-06-14,Vermont,820378,386230
10227,2021-06-14,Idaho,1282884,617061
10230,2021-06-14,Massachusetts,8483060,3997313
10231,2021-06-14,Delaware,986548,450620
10232,2021-06-14,Washington,8116662,3861423
10233,2021-06-14,New Jersey,9603713,4653627
10234,2021-06-14,California,40539772,18416581
10235,2021-06-14,Maine,1550956,780247
10236,2021-06-14,Montana,904328,433395
10237,2021-06-14,West Virginia,1367714,639441
10238,2021-06-14,Alabama,3128112,1499941
10239,2021-06-14,Ohio,10291702,4948197
10240,2021-06-14,North Dakota,628655,287390
10241,2021-06-14,Florida,19918482,9115201
10242,2021-06-13,Montana,904152,433238
10243,2021-06-13,Idaho,1272140,607507
10244,2021-06-13,Missouri,4837782,2208123
10245,2021-06-13,Oregon,4305626,2077018
10246,2021-06-13,Wyoming,408103,191066
10247,2021-06-13,Maryland,6468742,3120198
10248,2021-06-13,Utah,2673462,1095829
10249,2021-06-13,Michigan,9039175,4434974
10250,2021-06-13,California,40402142,18323566
10251,2021-06-13,Illinois,12184785,5352072
10253,2021-06-13,Arizona,6202357,2754164
10254,2021-06-13,New Jersey,9621430,4664529
10255,2021-06-13,Delaware,982415,447739
10256,2021-06-13,Louisiana,3193220,1513114
10257,2021-06-13,Colorado,5881050,2777997
10258,2021-06-13,Alabama,3114649,1490848
10259,2021-06-13,Mississippi,1823454,835528
10261,2021-06-13,Arkansas,2143908,978042
10262,2021-06-13,Florida,19718497,8950349
10263,2021-06-13,Maine,1550876,780132
10264,2021-06-13,North Dakota,627177,286399
10266,2021-06-13,Nebraska,1759863,855476
10267,2021-06-13,Wisconsin,5652235,2701535
10269,2021-06-13,Kentucky,3789471,1801992
10270,2021-06-13,Texas,24197795,11003643
10272,2021-06-13,Oklahoma,3030351,1375816
10274,2021-06-13,Minnesota,5620799,2739422
10277,2021-06-13,Nevada,2616844,1198513
10278,2021-06-13,South Dakota,796942,388026
10279,2021-06-13,Georgia,7937356,3593625
10280,2021-06-13,Washington,8071672,3831107
10282,2021-06-13,New Hampshire,1470024,722573
10283,2021-06-13,Virginia,8776118,4115334
10286,2021-06-13,Indiana,5315601,2512389
10287,2021-06-13,Pennsylvania,13267983,5980871
10288,2021-06-13,Iowa,2933689,1441717
10289,2021-06-13,Tennessee,5003929,2254866
10290,2021-06-13,Massachusetts,8459523,3980438
10292,2021-06-13,Ohio,10255803,4922904
10293,2021-06-13,West Virginia,1360396,635043
10294,2021-06-13,New Mexico,2223171,1050734
10296,2021-06-13,Connecticut,4211345,2027759
10298,2021-06-13,South Carolina,3942516,1844607
10299,2021-06-13,District of Columbia,814593,341939
10301,2021-06-13,Kansas,2397986,1163379
10302,2021-06-13,Vermont,815331,382096
10303,2021-06-13,North Carolina,8380622,3939639
10304,2021-06-13,Rhode Island,1217268,584049
10305,2021-06-13,New York,20622493,9722653
10308,2021-06-12,New Mexico,2208707,1039657
10309,2021-06-12,Vermont,809876,377683
10311,2021-06-12,California,40236460,18215706
10313,2021-06-12,Indiana,5298467,2500847
10314,2021-06-12,Nevada,2607988,1193391
10315,2021-06-12,Connecticut,4195004,2016147
10316,2021-06-12,Minnesota,5597912,2721966
10317,2021-06-12,Wisconsin,5631940,2687605
10318,2021-06-12,Louisiana,3181695,1506158
10319,2021-06-12,New Hampshire,1469474,722159
10320,2021-06-12,Florida,19628896,8897354
10321,2021-06-12,Virginia,8734153,4086323
10323,2021-06-12,New Jersey,9559315,4623291
10325,2021-06-12,Nebraska,1753144,850903
10326,2021-06-12,Kentucky,3772665,1790975
10327,2021-06-12,Iowa,2925617,1435618
10328,2021-06-12,Pennsylvania,13212289,5945020
10329,2021-06-12,Oregon,4281314,2058647
10330,2021-06-12,Arizona,6183095,2742773
10331,2021-06-12,Delaware,978247,444941
10332,2021-06-12,Maryland,6423560,3089156
10333,2021-06-12,New York,20523679,9656450
10334,2021-06-12,West Virginia,1358053,633125
10335,2021-06-12,Alabama,3105159,1485108
10336,2021-06-12,Kansas,2390073,1157773
10337,2021-06-12,Utah,2673373,1095684
10338,2021-06-12,District of Columbia,812053,340402
10339,2021-06-12,North Dakota,625615,285377
10340,2021-06-12,Illinois,12141586,5326217
10341,2021-06-12,Arkansas,2137109,973662
10343,2021-06-12,South Carolina,3919185,1829833
10346,2021-06-12,North Carolina,8357198,3923902
10347,2021-06-12,Oklahoma,3022665,1371286
10348,2021-06-12,Mississippi,1823210,835243
10349,2021-06-12,Georgia,7936088,3592184
10351,2021-06-12,Ohio,10224006,4901399
10354,2021-06-12,Massachusetts,8430750,3959058
10355,2021-06-12,Rhode Island,1208840,578327
10356,2021-06-12,Tennessee,4984728,2244193
10357,2021-06-12,Idaho,1269091,605505
10358,2021-06-12,Texas,24127329,10956306
10359,2021-06-12,Wyoming,406642,190181
10360,2021-06-12,Washington,8035253,3807767
10362,2021-06-12,Michigan,8994933,4404586
10363,2021-06-12,Missouri,4822265,2198468
10366,2021-06-12,South Dakota,794815,386604
10369,2021-06-12,Maine,1543742,774785
10370,2021-06-12,Colorado,5858056,2763327
10371,2021-06-12,Montana,901981,431854
10372,2021-06-11,Connecticut,4171739,1999786
10373,2021-06-11,Georgia,7935079,3590930
10374,2021-06-11,Michigan,8953195,4376338
10375,2021-06-11,Virginia,8695485,4061886
10378,2021-06-11,Minnesota,5571921,2702551
